connection_id,id,user_id,hook_user_name,commit_id,workspace_id,message,path,web_url,hook_project_name,ref,ref_status,git_env,file_commit,commit_time,created,task_id,created_at,updated_at,_raw_data_params,_raw_data_table,_raw_data_id,_raw_data_remark
1,1100000001001004152,1374634243,zhangxiaoyong,testcommit,991,"edit --task=1057849 --user=test5f20test5c0ftest52c7 test7406test8d22test5ba2test673atest6784test7248test9879test76ee1.0test529ftest80fdtest5f00test53d1 https://www.tapd.cn/991/s/1213824
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/667f4a54f771e05695fd2ccc3adb38e5e1303931,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/asset\/AssetServiceImpl.java""],""R"":[]}",2022-05-16T11:15:09.000+00:00,2022-05-16T11:15:37.000+00:00,11991001057849,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,12,
1,1100000001001004166,1374634243,zhangxiaoyong,testcommit,991,"edit logs --task=1057849 --user=test5f20test5c0ftest52c7 test7406test8d22test5ba2test673atest6784test7248test9879test76ee1.0test529ftest80fdtest5f00test53d1 https://www.tapd.cn/991/s/1213824
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/9c54a1b22e6bd24d9bb365db7b99e816a120627e,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-admin\/src\/main\/resources\/logback.xml""],""R"":[]}",2022-05-16T11:35:45.000+00:00,2022-05-16T11:36:04.000+00:00,11991001057849,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,11,
1,1100000001001004186,1374634243,zhangxiaoyong,testcommit,991,"edit logpath --task=1057849 --user=test5f20test5c0ftest52c7 test7406test8d22test5ba2test673atest6784test7248test9879test76ee1.0test529ftest80fdtest5f00test53d1 https://www.tapd.cn/991/s/1213824
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/410dc175bcb8680aaa4251fbf5c8bbb7bcd84691,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-admin\/src\/main\/resources\/logback.xml""],""R"":[]}",2022-05-16T11:44:33.000+00:00,2022-05-16T11:45:28.000+00:00,11991001057849,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,10,
1,1100000001001004209,0,haoxiaoqi,testcommit,991,"add trade nofifyemail
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/13c62cba1f18a681882d81c81d696671a11805a3,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/notify\/INotifyService.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/notify\/NotifyServiceImpl.java""],""M"":[""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/purchase\/PurchaseServiceImpl.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/purchase\/TradeRedeemServiceImpl.java""],""R"":[]}",2022-05-16T14:34:02.000+00:00,2022-05-16T14:34:10.000+00:00,11991001057934,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,13,
1,1100000001001004568,2060207111,haoxiaoqi,testcommit,991,"fix purcharse --task=1058010 --user=test90ddtest6653test7426 test673atest6784test7248test7533test8d2dtestff0ctest8d4etest56detest529ftest80fdtest5f00test53d1 https://www.tapd.cn/991/s/1215106
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/bc35777ab8b74557a83bccdcc0b7b0f7701a8f00,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-admin\/src\/main\/java\/com\/licaike\/org\/trading\/web\/controller\/purchase\/TradePurchaseController.java"",""org-trading-common\/src\/main\/java\/com\/licaike\/org\/trading\/common\/core\/controller\/BaseController.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/notify\/NotifyServiceImpl.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/purchase\/PurchaseServiceImpl.java""],""R"":[]}",2022-05-17T12:57:11.000+00:00,2022-05-17T12:59:28.000+00:00,11991001058010,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,15,
1,1100000001001004569,2060207111,haoxiaoqi,testcommit,991,"fix dept_id --task=1058010 --user=test90ddtest6653test7426 test673atest6784test7248test7533test8d2dtestff0ctest8d4etest56detest529ftest80fdtest5f00test53d1 https://www.tapd.cn/991/s/1215106
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/6aeda93d3aaf2cb6a22397575ce9ca308d4d35b6,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-admin\/src\/main\/java\/com\/licaike\/org\/trading\/web\/controller\/purchase\/TradePurchaseController.java"",""org-trading-admin\/src\/main\/java\/com\/licaike\/org\/trading\/web\/controller\/purchase\/TradeRedeemController.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/domain\/order\/OrgRequest.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/domain\/vo\/redeem\/RedeemTradeOrder.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/notify\/NotifyServiceImpl.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/purchase\/ITradeRedeemService.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/purchase\/PurchaseServiceImpl.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/purchase\/TradeRedeemServiceImpl.java""],""R"":[]}",2022-05-17T12:57:11.000+00:00,2022-05-17T12:59:28.000+00:00,11991001058010,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,16,
1,1100000001001004570,2060207111,haoxiaoqi,testcommit,991,"fix test5b8ctest5584test4ea4test6613 --task=1058010 --user=test90ddtest6653test7426 test673atest6784test7248test7533test8d2dtestff0ctest8d4etest56detest529ftest80fdtest5f00test53d1 https://www.tapd.cn/991/s/1215106
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/f38f2f9d16d0aa6dcb1e938188f2b082086d5534,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-admin\/src\/main\/java\/com\/licaike\/org\/trading\/web\/controller\/purchase\/TradePurchaseController.java"",""org-trading-admin\/src\/main\/java\/com\/licaike\/org\/trading\/web\/controller\/purchase\/TradeRedeemController.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/domain\/vo\/redeem\/TradeRedeemResult.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/purchase\/TradeRedeemServiceImpl.java""],""R"":[]}",2022-05-17T12:57:11.000+00:00,2022-05-17T12:59:28.000+00:00,11991001058010,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,17,
1,1100000001001004571,2060207111,haoxiaoqi,testcommit,991,"fix test8f6ctest8d26test901atest77e5test652ftest6301requestNo --task=1058010 --user=test90ddtest6653test7426 test673atest6784test7248test7533test8d2dtestff0ctest8d4etest56detest529ftest80fdtest5f00test53d1 https://www.tapd.cn/991/s/1215106
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/9b2232bdcd7145cb92b90ee783706c303f0f33fa,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-admin\/src\/main\/java\/com\/licaike\/org\/trading\/web\/controller\/business\/OrderController.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/order\/OrderServiceImpl.java""],""R"":[]}",2022-05-17T12:57:12.000+00:00,2022-05-17T12:59:28.000+00:00,11991001058010,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,14,
1,1100000001001004654,2060207111,haoxiaoqi,testcommit,991,"add log --task=1058064 --user=test90ddtest6653test7426 test673atest6784test7248test529ftest80fdtest8054test8c03test6d4btest8bd5 https://www.tapd.cn/991/s/1215629
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/a871554df852780e72650422364d46c7b1076837,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-admin\/src\/main\/java\/com\/licaike\/org\/trading\/web\/controller\/purchase\/TradePurchaseController.java""],""R"":[]}",2022-05-18T03:46:02.000+00:00,2022-05-18T03:46:27.000+00:00,11991001058064,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,23,
1,1100000001001004655,2060207111,haoxiaoqi,testcommit,991,"add log --task=1058064 --user=test90ddtest6653test7426 test673atest6784test7248test529ftest80fdtest8054test8c03test6d4btest8bd5 https://www.tapd.cn/991/s/1215629
",https://code.idc.hexun.com/tech_lck/org_trading_src/commit/b5197b2fa24c90f1b63f4c37b6f639b125696ed2,https://code.idc.hexun.com/tech_lck/org_trading_src,org_trading_src,refs/heads/dev,0,Gitlab,"{""A"":[],""M"":[""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/impl\/ValidateParamServiceImpl.java"",""org-trading-system\/src\/main\/java\/com\/licaike\/org\/trading\/system\/service\/purchase\/PurchaseServiceImpl.java""],""R"":[]}",2022-05-18T03:46:21.000+00:00,2022-05-18T03:46:27.000+00:00,11991001058064,2022-06-22T16:01:37.959+00:00,2022-06-22T16:01:37.959+00:00,"{""ConnectionId"":1,""CompanyId"":99,""WorkspaceId"":991}",_raw_tapd_api_task_commits,22,
